"ID","UPA","EventDate","Employer","Address1","Address2","City","State","Zip","Latitude","Longitude","Primary NAICS","Hospitalized","Amputation","Inspection","Final Narrative","Nature","NatureTitle","Part of Body","Part of Body Title","Event","EventTitle","Source","SourceTitle","Secondary Source","Secondary Source Title"
"2016065496","1105391",6/21/2016,"Winholt","1116 111th str",,"ARLINGTON","TEXAS","76011",32.76,-97.04,"331112",0.00,1.00,"1158315","An employee suffered a finger amputation while working on a brake press.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6410","Caught in running equipment or machinery, unspecified","3562","Brake presses",,
"2016065497","1105364",6/21/2016,"Hostess Brands LLC","1969 Victory Drive ",,"COLUMBUS","GEORGIA","31901",32.44,-84.97,"311812",1.00,1.00,"1160505","An employee was working with the conveyor chain and bag closer when his right-hand fourth fingertip was amputated.","1311","Amputations","4422","Fingertip(s)","6412","Caught in running equipment or machinery during regular operation","3732","Packaging, wrapping, bundling machinery",,
"2016065499","1104835",6/21/2016,"American Fence Company, Inc. Iowa","144 Robley St.",,"LYONS","NEBRASKA","68038",41.94,-96.46,"238990",1.00,0.00,,"An employee was drilling fence post holes with an auger bit attached to a skid steer. The auger bit was coming loose so the crew pulled it out to tighten it up. The auger bit fell over after it cleared the hole and pinched the employee's left calf against the skid steer, causing a severe laceration that required hospitalization.","132","Cuts, lacerations","513","Lower leg(s)","6239","Struck by falling object or equipment, n.e.c.","4431","Drill bits-unattached",,
"2016065500","1105087",6/21/2016,"HYATT REGENCY COCONUT POINT RESORT AND SPA","5001 COCONUT ROAD",,"BONITA SPRINGS","FLORIDA","33134",26.39,-81.83,"721110",0.00,1.00,,"An employee was working on an HVAC system when the fan blades cut his right middle finger, resulting in a fingertip amputation.","1311","Amputations","4422","Fingertip(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","330","Heating, cooling, and cleaning machinery and appliances, unspecified",,
"2016065502","1104908",6/21/2016,"RIVER VALLEY ANIMAL FOODS - TYSON FOODS, INC.","1238 Market Street",,"CLARKSVILLE","ARKANSAS","72830",35.45,-93.46,"311613",1.00,0.00,,"An employee was observing a coworker while on a platform used to load fat or mill to tanker trucks when he fell from an elevation of 10 to 12 feet to the concrete surface below. He suffered a head injury.","160","Intracranial injuries, unspecified","111","Brain","4333","Other fall to lower level 11 to 15 feet ","6340","Scaffolds-staging, unspecified",,
"2016065503","1105046",6/21/2016,"USPS","2120 Ellis",,"FORT WORTH","TEXAS","76164",32.78,-97.35,"484110",1.00,0.00,,"An employee was hospitalized for heat-related illness after delivering mail.","1720","Effects of heat and light, unspecified","6","BODY SYSTEMS","531","Exposure to environmental heat","9262","Heat-environmental",,
"2016065504","1104787",6/21/2016,"Armstrong Flooring, Inc. ","800 Loop  Road",,"LANCASTER","PENNSYLVANIA","17603",40.03,-76.33,"326192",1.00,0.00,,"An employee was in a stock picker, stocking a pallet, when carton(s) fell off the pallet and hit the employee, causing crushing injuries. The employee's arms were pinned to the arms of the seat and a carton/tiles hit the employee's leg.","1971","Crushing injuries","87","Upper and lower limb(s)","6233","Struck by object falling from vehicle or machinery-other than vehicle part","2114","Boxes, crates, cartons","8621","Forklift, order picker, platform truck-powered"
"2016065506","1105694",6/21/2016,"AIM MRO, LLC","8500 Glendale Milford Rd",,"CAMP DENNISON","OHIO","45111",39.20,-84.29,"332510",1.00,0.00,"1158750","An employee was trying to unjam a drive shaft on a vacuum pump with a pipe wrench. The drive shaft unjammed, causing the pipe wrench that was still on the drive shaft to spin and strike the employee in the head and eye socket area. The employee suffered a head laceration and a skull and eye socket fracture.","111","Fractures","113","Skull","629","Struck by object or equipment, n.e.c.","7173","Wrenches-nonpowered","3797","Pumps"
"2016065508","1104639",6/21/2016,"CBS MECHANICAL INC.","330 Navo Rd",,"AUBREY","TEXAS","76227",33.25,-96.98,"238220",1.00,0.00,,"An employee fell from a ladder and suffered a broken leg.","111","Fractures","510","Leg(s), unspecified","4330","Other fall to lower level, unspecified","740","Ladders, unspecified",,
"2016065509","1105550",6/21/2016,"Conn-Selmer, Inc","34199 Curtis Blvd",,"EASTLAKE","OHIO","44095",41.63,-81.44,"339992",1.00,0.00,"1159227","An employee was moving a die with a coworker when the die fell on and crushed the employee's right hand, requiring surgery and hospitalization.","1971","Crushing injuries","4429","Finger(s), fingernail(s), n.e.c.","6239","Struck by falling object or equipment, n.e.c.","4421","Dies, molds, patterns",,
"2016065510","1104428",6/21/2016,"Apex Material Technologies","10 Industrial Avenue",,"JOLIET","ILLINOIS","60435",41.53,-88.12,"324199",1.00,0.00,"1157143","An employee was performing a lockout/tag-out procedure on a tank line and attached an air hose to clean the line. The pressure caused the flank to break, spraying and burning the employee with nitric acid.","1510","Chemical burns and corrosions, unspecified","9999","Nonclassifiable","5544","Exposure through intact skin, eyes, or other exposed tissue","1114","Nitric acid",,
"2016065512","1104675",6/21/2016,"US Army Corp of Engineers","33109 102nd Ave., W",,"ILLINOIS CITY","ILLINOIS","61259",41.39,-90.93,"928110",1.00,0.00,,"An employee was performing maintenance and preparing a miter gate for removal. The ""strut arms"" were disconnected from the lift gate. The employee was using a hydraulic ram jack and placing it under the partially lifted strut arm when it became dislodged and fell due to gravity, crushing and breaking bones in the employee's left hand.","111","Fractures","440","Hand(s), unspecified","6239","Struck by falling object or equipment, n.e.c.","6524","Gates",,
"2016065513","1104861",6/21/2016,"Swisher International, Inc.","459 E. 16th St.",,"JACKSONVILLE","FLORIDA","32206",30.35,-81.64,"312229",1.00,0.00,,"The employee was performing maintenance on the PMB SUK Cigar Over Roll Machine when he accidentally hit the jog switch which turns on the machine. His right hand was then caught between the wrapping device and the wrapper die roller assembly. He was admitted to the hospital for surgery to repair the laceration and fracture to his right hand.","1839","Fractures and other injuries, n.e.c.","440","Hand(s), unspecified","6411","Caught in running equipment or machinery during maintenance, cleaning ","3732","Packaging, wrapping, bundling machinery",,
"2016065514","1104536",6/21/2016,"Horsehead Corporation","900 Delaware Avenue",,"PALMERTON","PENNSYLVANIA","18071",40.80,-75.59,"331492",1.00,0.00,"1157442","An employee was cleaning a scraper on a moving belt conveyor when the tail pulley severely lacerated the employee's left calf muscle. The employee was hospitalized overnight.","132","Cuts, lacerations","513","Lower leg(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","3421","Conveyors-belt",,
"2016065515","1104626",6/21/2016,"SolarCity Corp","4720 Sea Ridge Dr",,"FORT WORTH","TEXAS","76133",32.63,-97.39,"236116",1.00,0.00,"1157680","An employee working on a roof experienced nausea and was hospitalized for heat-related illness.","1720","Effects of heat and light, unspecified","6","BODY SYSTEMS","531","Exposure to environmental heat","9262","Heat-environmental",,
"2016065516","1104125",6/21/2016,"Custom Aluminum Products Genoa, Inc.","312 Eureka Street",,"GENOA","ILLINOIS","60135",42.09,-88.68,"332999",1.00,1.00,"1157727","An employee suffered a leg amputation after being pinned by a metal extrusion machine.","1311","Amputations","510","Leg(s), unspecified","6410","Caught in running equipment or machinery, unspecified","3532","Extruding machinery",,
"2016065517","1104862",6/21/2016,"INTERPHASE ELECTRIC CORP.","423 East 23rd Street",,"NEW YORK","NEW YORK","10010",40.73,-73.97,"238210",1.00,1.00,,"An employee was trying to move a scaffold when it collapsed. The cross member detached from the scaffold and the employee's right hand was caught between the crossbars, amputating the pinky and ring fingertips.","1311","Amputations","4422","Fingertip(s)","655","Struck, caught, or crushed in other collapsing structure or equipment","6340","Scaffolds-staging, unspecified",,
"2016065518","1104579",6/21/2016,"Mastic Home Exteriors","2615 Campbell Rd. ",,"SIDNEY","OHIO","45365",40.28,-84.19,"331221",0.00,1.00,"1158399","On June 21, 2016, an employee was attempting to get metal back on track in a roll forming machine when the roll former amputated the employee's right index fingertip.","1311","Amputations","4422","Fingertip(s)","6412","Caught in running equipment or machinery during regular operation","3519","Bending, rolling, shaping machinery, n.e.c.",,
"2016065519","1104527",6/21/2016,"R-V Industries, Inc.","584 Poplar Road",,"HONEY BROOK","PENNSYLVANIA","19344",40.10,-75.92,"331410",1.00,0.00,,"An employee was working from an aerial scissor lift when a coworker activated a crane to test the limit switches. The crane hook snagged the aerial lift on the way up and threw the employee to the ground. The employee suffered a broken wrist and bruised ribs.","111","Fractures","43","Wrist(s)","4330","Other fall to lower level, unspecified","3467","Aerial lifts, scissor lifts-except truck-mounted","3430","Cranes, unspecified"
"2016065520","1105401",6/21/2016,"Wastequip Manufacturing Co. LLC","1079 State Route 20",,"NEW LEBANON","NEW YORK","12125",42.48,-73.45,"332999",1.00,0.00,,"An employee was tack-welding a small part onto a larger assembly when a weld wire bounced and punctured his left index finger, requiring hospitalization.","133","Puncture wounds, except gunshot wounds","4420","Finger(s), fingernail(s), unspecified","6241","Struck by dislodged flying object, particle","459","Metal materials-nonstructural, n.e.c.",,
"2016065521","1105098",6/21/2016,"Rich Products Corp","4600 Northwest Pkwy",,"HILLIARD","OHIO","43026",40.03,-83.14,"311824",1.00,0.00,,"An employee was removing product from inside a ball valve. The spring mechanism delayed the closing of the ball valve; when it did close, it pinched and lacerated the employee's left pointer finger just below the nailbed.","132","Cuts, lacerations","4420","Finger(s), fingernail(s), unspecified","6252","Injured by slipping or swinging object held by injured worker","423","Valves, nozzles",,
"2016065522","1104841",6/21/2016,"Peterson Roofing, Inc.","503 Shawn Ln.",,"PROSPECT HEIGHTS","ILLINOIS","60070",42.10,-87.92,"238160",1.00,0.00,,"On or about June 21, 2016, an employee was at a customer's residence to provide an estimate for a chimney repair. As the employee was climbing the ladder, he lost his balance and fell, injuring his back and ribs.","1972","Soreness, pain, hurt-nonspecified injury","38","Multiple trunk locations","4330","Other fall to lower level, unspecified","7420","Movable ladders, unspecified",,
"2016065523","1105575",6/21/2016,"Digco, LLC","8241  Glenview Drive",,"HOUSTON","TEXAS","77017",29.68,-95.26,"237120",1.00,0.00,,"An employee was repairing a pipeline at a residential home. The employee took the pipe apart and was handling the pipe and fittings when contaminated debris from within the pipeline contacted the back of his hand. He suffered skin irritation to his left hand that became infected and swollen.","1973","Swelling, inflammation, irritation-nonspecified injury","440","Hand(s), unspecified","5544","Exposure through intact skin, eyes, or other exposed tissue","940","Scrap, waste, debris, unspecified",,
"2016065524","1105158",6/21/2016,"Cobey Inc.","1 Ship Canal Parkway",,"BUFFALO","NEW YORK","14218",42.82,-78.84,"333912",3.00,0.00,"1157397","An employee suffered three fingertip amputations while unclogging a sandblaster.","1311","Amputations","4422","Fingertip(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","7244","Sandblasters-powered",,
"2016065525","1104604",6/21/2016,"HH Construction Group","1075 Biscayne Blvd",,"MIAMI","FLORIDA","33132",25.78,-80.18,"236220",1.00,0.00,,"On or about 6/21/2016, employees were moving a scaffold. While going over a piece of equipment, they lifted the scaffold and a piece of material fell from the top. The piece landed on an employee's femur, fracturing it. The employee was hospitalized.","111","Fractures","511","Thigh(s)","6239","Struck by falling object or equipment, n.e.c.","40","Parts and materials, unspecified","6340","Scaffolds-staging, unspecified"
"2016065526","1105346",6/21/2016,"CraftCorps Inc.","3501 Ed Bluestein Blvd",,"AUSTIN","TEXAS","78721",30.26,-97.66,"236210",0.00,1.00,,"An employee was aligning sheet metal in a shearing machine when the employee's hand slipped and the piece that holds the part came down on the employee's right ring finger, amputating the fingertip. The shear has a foot control that was activated when the employee's hand slipped.","1311","Amputations","4422","Fingertip(s)","6412","Caught in running equipment or machinery during regular operation","3512","Shearing machines",,
